#NAME?,15/12/2018,,#NAME?,15/01/2019,,#NAME?,15/02/2019,,#NAME?,15/03/2019,,#NAME?,15/04/2019,,#NAME?,15/05/2019,,#NAME?,15/06/2019,,#NAME?,15/07/2019,,#NAME?,15/08/2019,,#NAME?,15/09/2019,,#NAME?,15/10/2019,,#NAME?,15/11/2019,,#NAME?,15/12/2019,,#NAME?,15/01/2020,,#NAME?,15/02/2020,,#NAME?,15/03/2020,,#NAME?,15/04/2020,,#NAME?,15/05/2020,,#NAME?,15/06/2020,,#NAME?,15/07/2020,,#NAME?,15/08/2020,,#NAME?,15/09/2020,,#NAME?,15/10/2020,,#NAME?,15/11/2020,,#NAME?,15/12/2020,,#NAME?,15/01/2021,,#NAME?,17/02/2021,,#NAME?,15/03/2021,,#NAME?,15/04/2021,,#NAME?,15/05/2021,,#NAME?,15/06/2021,,#NAME?,15/07/2021,,#NAME?,15/08/2021,,#NAME?,15/09/2021,,#NAME?,15/10/2021,,#NAME?,15/11/2021,
Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE,Type,IMPLIED VOL.,OPENING PRICE
MU$011936.5C,,,MMM$0219222.5C,,,GMU$031939.5C,,,BLK$0419485C,,,TXN$0519134C,,,TXN$0619150C,0.3957,0.04,IBM$071995C,0.6749,40.8,FDX$0819162.5C,,,PYP$091985C,0.4399,20.57,AEQ$1019355C,0.3064,0.05,UPS$1119136C,,,ORQ$121959.5C,,,ANQ$012065C,0.2561,0.52,AQV$022058.5C,,,VZ$032058.5C,,,MMM$0420150C,0.5024,4.4,UNP$0520167.5C,,,HN3$0620144C,,,IBM$0720137C,,,CRM$0820227.5C,,,MCD$0920212.5C,,,PFE$102042.5C,,,SHQ$112039C,0.3455,1.35,WFC$122037.5C,0.6546,0.03,ACN$0121325C,0.4885,0.4,AMQ$0221320C,0.4911,0.62,COP$032144.5C,,,CVS$042171.5C,,,FDX$0521390C,0.5591,1.175,TMO$0621630C,0.726,4.3,PRQ$0721430C,0.2161,0.36,MSQ$0821355C,0.3368,0.15,CVS$092181.5C,,,CI$1021192.5C,,,MS$112197C,,,ANQ$1221205C,,
GDQ$011958.5C,,,ADI$021987C,,,LMQ$0319162.5C,,,GS$0419202.5C,,,MS$051948.5C,,,MS$061945.5C,,,TGT$071988.5C,,,BMY$081952.5C,0.3154,0.06,ABB$091962.5C,0.2645,2.9,PFE$101942.5C,,,ANQ$111945.5C,,,CRM$1219182.5C,,,BLK$0120550C,0.184,0.55,USB$022057.5C,0.1376,0.37,QAQ$032093C,,,ADI$042091C,,,MD1$052087.5C,0.5038,11.09,UNP$0620182.5C,,,AMT$0720237.5C,,,KO$082043.5C,,,IQU$0920370C,0.3791,0.85,NFL$1020520C,0.4193,16.4,MD1$112090C,0.335,17.725,MCD$1220207.5C,,,ABT$012196C,,,TGT$0221212.5C,,,LMT$0321390C,0.266,0.4,IBM$0421150C,0.2729,0.12,CVS$052195C,0.3884,0.11,ACN$0621350C,0.4826,2.15,ACN$0721365C,0.5435,1.35,TSL$0821645C,0.5166,52.35,IBM$0921162.5C,,,BDX$1021252.5C,,,AMD$1121131C,,,BLK$1221750C,0.4771,204.75
KFT$011943.5C,,,AD1$0219150C,0.2641,0.25,MMM$0319227.5C,,,SQX$041968.5C,,,AMD$051934.5C,,,AMD$061933.5C,,,ADI$071997.5C,0.317,7.8,CVS$081955.5C,,,CCQ$091949.5C,,,NFL$1019355C,0.397,1.04,BLK$1119515C,,,KO$121952.5C,0.1242,0.84,GS$0120207.5C,,,COF$022091C,,,WFC$032041.5C,,,AD1$0420142C,,,PM$052071.5C,,,SHQ$062045C,0.5179,,AMQ$0720330C,0.593,0.16,PRQ$0820385C,0.3045,0.65,MRK$092095C,0.2332,0.15,DIS$1020133C,,,PM$112068.5C,,,IQU$1220390C,0.3114,3.1,PEP$012195C,0.351,49.75,CAT$0221202.5C,,,MU$032181C,,,AMT$0421212.5C,,,IBM$0521147C,,,ABT$0621140C,0.2665,0.08,ABT$0721150C,0.5461,0.2,FB$0821400C,0.3286,1.49,AMT$0921390C,0.5195,0.45,CL$102187.5C,0.4078,0.7,LOW$1121197.5C,,,GS$1221410C,0.2395,9.25
PNC$0119126C,,,COP$021961.5C,,,ADI$031994C,,,AXP$041980C,0.3933,33.05,LOW$051980C,0.2727,37.275,T$061941.0C,0.3498,0.01,COP$071966.5C,,,IBM$0819147C,,,INQ$091942C,0.3604,4.425,DIS$1019138C,,,GS$1119197.5C,,,PRQ$1219370C,0.2627,0.07,SQX$012098C,,,MSQ$0220192.5C,,,MCD$0320202.5C,,,LMT$0420415C,0.4412,0.8,UPS$052098C,,,MD1$062077.5C,0.4143,16.725,TGT$0720150C,0.3414,0.04,ACN$0820207.5C,,,TXN$0920165C,0.2554,0.04,CYQ$102044.5C,,,UPS$1120200C,0.4142,1.66,MRK$122083.5C,,,CVX$012177.5C,0.3893,12.35,GMU$022168C,,,GDQ$032162.5C,0.2673,2.54,AMQ$0421330C,0.7293,1.55,AMT$0521227.5C,,,PEP$0621200C,0.4091,0.04,PEP$0721152.5C,,,UVA$0821137.5C,,,AMQ$0921217.5C,,,AQV$102172.5C,0.3218,6.55,C$112178.0C,,,SQX$1221150C,0.337,
XOM$011965.5C,,,LMT$0219370C,0.3842,0.05,AD1$0319162.5C,,,FDX$0419207.5C,,,C$051969.5C,,,LOW$061990C,0.3934,16.7,LMT$0719425C,0.2785,0.15,AMT$0819222.5C,,,NKE$091972.5C,0.3244,7.75,CYQ$101954.5C,,,SQX$111967.5C,0.4599,19.175,ACN$1219197.5C,,,AXP$0120137C,,,FB$0220217.5C,,,IQU$0320340C,0.2412,0.7,MU$042046.5C,,,ANQ$052051.5C,,,PM$062065.5C,,,CAT$0720160C,0.4095,0.21,ABT$082096C,,,MS$092049.5C,,,ORQ$102062.5C,0.3503,1.4,ANQ$112075C,0.4192,0.35,MS$122057.5C,,,LLY$0121187.5C,,,LMQ$0221550C,0.4396,33.3,KFT$032156.5C,,,TGT$0421192.5C,,,AMQ$0521325C,0.5831,2.13,CVX$062196C,,,CVX$072199.5C,,,JPM$0821162.5C,,,TGT$0921232.5C,,,FQV$102197C,,,HN3$1121300C,0.5043,0.34,FDX$1221222.5C,,
BA$0119395C,0.2923,0.15,MU$021938.5C,,,COP$031964.5C,,,BMY$041944.5C,,,SHQ$051948.5C,,,C$061972.0C,,,GDQ$071971.5C,,,AMQ$0819202.5C,,,VZ$091959.5C,,,ORQ$101954.5C,,,AXP$1119134C,,,ABT$121974.5C,,,FDX$0120152.5C,,,JPM$0220148C,,,MRK$032083C,,,GDQ$042074.5C,,,BLK$0520550C,0.5477,3,UPS$062089C,,,LMQ$0720390C,0.5609,0.82,PEP$0820150C,0.2225,0.29,AMD$092085C,0.5072,4.1,CRM$1020277.5C,,,BLK$1120660C,0.2845,13.7,AMD$122074C,,,PYP$0121222.5C,,,MMM$0221202.5C,,,XOM$032174C,,,CAT$0421222.5C,,,TGT$0521202.5C,,,LLY$0621182.5C,,,LLY$0721212.5C,,,HD$0821380C,0.2368,0.125,CAT$0921217.5C,,,COF$1021149.4C,0.3386,12.05,UNP$1121202.5C,,,BMY$122172.5C,0.3158,0.04
CME$0119157.5C,,,GDQ$021958.5C,,,LMT$0319365C,0.2592,0.05,CVS$041953.5C,,,MD1$051999C,,,HN3$0619148C,,,XOM$071980.5C,,,TGT$081970.5C,,,QAQ$091992C,,,CRM$1019150C,0.249,7.4,FDX$1119172.5C,,,PEP$1219146C,,,BMY$012057.5C,0.2557,7,JNJ$0220185C,0.288,0.03,TXN$0320134C,,,KFT$042041.5C,,,SQX$052082.5C,0.4761,0.71,ANQ$062065C,0.4857,0.4,MMM$0720172.5C,,,CVX$082085.5C,,,C$092055.0C,0.3776,1.46,KO$102045.5C,,,GS$1120167.5C,,,T$122038.0C,,,ABB$012198C,,,ADI$0221167.5C,,,BA$0321335C,,,GMU$042178C,,,CAT$0521212.5C,,,PYP$0621360C,0.4665,0.055,PYP$0721390C,0.4814,0.07,WLP$0821435C,,,LMQ$0921560C,0.3246,38.5,QX1$102167.5C,0.3185,7.6,MD1$1121137C,,,CVS$122177.5C,0.3656,16.15
CI$0119202.5C,,,KFT$021947.5C,,,MU$031939.5C,,,IBM$0419146C,,,PM$051970.5C,,,UNP$0619192.5C,,,BA$0719425C,0.2633,0.07,CAT$0819134C,,,WFC$091951.5C,,,KO$101950.5C,,,BMY$111951.5C,,,CVX$1219134C,,,CVS$012063.5C,,,HD$0220232.5C,,,MS$032043.5C,,,PNC$042091C,,,AXP$052082.5C,,,BLK$0620550C,0.3508,6.5,ADI$0720155C,0.5611,0.5,LLY$0820172.5C,,,SHQ$092035C,0.3587,1.29,PRQ$1020410C,0.2513,0.75,SQX$112097C,,,LOW$1220157.5C,,,CCQ$012154.5C,,,AD1$0221192.5C,,,CME$0321202.5C,,,LMQ$0421585C,0.4709,12.45,LMQ$0521545C,0.4446,108.7,ABB$0621145C,0.4356,0.38,ABB$072190C,0.4452,25.5,BAC$082141.5C,,,MMM$0921212.5C,,,MSQ$1021360C,0.2607,0.08,PM$112199C,,,IBM$1221145C,0.4443,0.49
BDX$0119300C,0.359,0.1,PNC$0219136C,,,GDQ$031961.5C,,,AMQ$0419217.5C,,,UPS$051986C,,,SHQ$061950C,0.2731,0.1,BDX$0719257.5C,,,GMU$081946.5C,,,IQU$0919325C,,,PRQ$1019370C,0.3093,0.07,CVS$111960.5C,,,LLY$1219134C,,,IBM$0120145C,0.1543,0.2,WLP$0220400C,0.3646,0.1,AMD$032043.5C,,,XOM$042052.5C,0.6199,0.25,FDX$052095C,0.6307,25.85,GS$0620172.5C,,,AD1$0720162.5C,,,PYP$0820192.5C,,,MD1$092087.5C,0.3318,13.6,ACN$1020212.5C,,,AXP$112075C,0.5348,29.575,C$122061.0C,,,INQ$012149C,,,COP$022143.5C,,,CI$0321330C,0.7255,0.23,MMM$0421202.5C,,,MMM$0521202.5C,,,CCQ$062155.5C,,,CCQ$072159.5C,,,PG$0821157.5C,,,AD1$0921212.5C,,,TSL$1021640C,0.5471,110.52,UPS$1121232.5C,,,LTW$1221250C,0.2377,0.9
CL$011955.5C,,,XOM$021967.5C,0.2483,4.75,KFT$031949.5C,,,TGT$041962.5C,0.2059,14.2,ANQ$051940.5C,,,MD1$061995C,0.217,0.43,COF$071996.5C,,,LMQ$0819207.5C,,,MRK$091984.5C,,,ABT$101970.5C,,,IBM$1119147C,,,PYP$121990C,0.2262,13.75,AMT$0120232.5C,,,BK$022035C,0.401,15.7,T$032044.5C,,,BA$042096C,,,CVS$052067.5C,0.4065,0.68,SQX$062071.5C,,,COP$072042.5C,,,ABB$082062.5C,0.6046,38.025,PM$092077.5C,0.2258,2.53,ABT$102097C,,,FDX$1120350C,0.3822,0.35,HN3$1220217.5C,,,NKE$0121160C,0.3931,0.78,LMT$0221385C,0.2698,1.65,BDX$0321190C,0.2589,66.75,ADI$0421152.5C,,,AD1$0521207.5C,,,INQ$062163C,,,INQ$072152C,,,V$0821222.5C,,,LMT$0921385C,0.1735,0.7,FB$1021375C,0.2197,11.02,ANQ$1121144C,,,AMQ$1221182.5C,,
AQV$011950.5C,,,BA$0219445C,0.3297,0.08,PNC$0319135C,0.1814,0.14,CAT$0419147C,,,BLK$0519515C,,,PM$061962.5C,0.3844,22.9,WLP$0719307.5C,,,MMM$0819177.5C,,,TXN$0919140C,0.2554,0.11,PEP$1019147C,,,AMT$1119227.5C,,,ABB$121977.5C,0.265,11.75,AMQ$0120237.5C,,,PG$0220126C,,,LOW$032071C,,,CME$0420177.5C,,,IBM$052080C,0.6384,38.05,AXP$062082C,,,LMT$0720405C,0.3234,4,CCQ$082052.5C,,,ANQ$092042.5C,0.6824,27.15,PEP$1020149C,,,BMY$112052.5C,0.3742,8.3,UNP$1220212.5C,,,QAQ$0121210C,0.5903,0.24,MU$022192C,,,CL$032176.5C,,,AD1$0421202.5C,,,COP$052148.5C,,,NKE$0621147C,,,NKE$0721149C,,,MA$0821400C,0.2284,6.48,MU$092162.5C,0.3599,8.9,UVA$1021290C,0.4122,0.12,BLK$1121750C,0.3983,160,AXQ$1221375C,0.2471,3.1
USB$011952.5C,0.2288,0.2,CI$0219217.5C,,,XOM$031970.5C,,,GMU$041943.5C,,,GS$0519202.5C,,,UPS$061992.5C,0.2643,9.125,AEQ$0719302.5C,,,ADI$081985C,0.3711,32.2,MS$091952.5C,0.4264,0.03,CVX$1019134C,,,AMQ$1119227.5C,,,CCQ$121952.5C,0.2705,0.04,TGT$0120137C,,,V$0220202.5C,,,C$032055.5C,,,CI$0420230C,0.4721,0.52,AMQ$0520237.5C,,,FDX$0620133C,,,MU$072046.5C,,,INQ$082047C,,,BLK$0920535C,,,CVX$102077.5C,0.4134,3.53,CVS$112095C,0.6659,0.05,SHQ$122053C,,,WFC$012135.5C,,,GDQ$022161.5C,,,AQV$032194C,,,COP$042148.5C,,,LMT$0521415C,0.1948,1.75,QAQ$0621148C,,,QAQ$0721155C,0.2826,0.35,AEQ$0821575C,0.247,38.48,GDQ$092173.5C,,,JPM$1021160C,0.2253,2.66,GS$1121420C,0.2185,3.93,TGT$1221227.5C,,
COF$011971.5C,,,BDX$0219310C,0.4268,0.1,BA$0319420C,0.2215,7.03,LMQ$0419197.5C,,,SQX$051971.5C,,,ANQ$061945.5C,,,NFL$0719430C,0.3939,0.46,COP$081955.5C,,,AMD$091936.5C,,,LLY$101987C,,,TGT$111980C,0.5372,32.1,INQ$121952.5C,0.1853,5.79,CAT$0120165C,0.2072,0.12,MA$0220390C,0.2997,0.14,HN3$0320130C,0.2513,50.85,BDX$0420195C,0.6265,45.1,LMQ$0520257.5C,,,BMY$062069C,,,GDQ$072090C,0.4443,0.39,NKE$082097C,,,GS$0920202.5C,,,LLY$1020157.5C,,,IBM$1120132C,,,MD1$122085C,0.4529,27.625,MCD$0121217.5C,,,KFT$022161.5C,,,USB$032152.5C,0.2877,0.37,LMT$0421415C,0.3282,0.45,MU$052182C,,,WFC$062148.5C,,,WFC$072147.5C,0.3131,0.82,PFZ$082134.5C,,,KFT$092164.5C,,,JNJ$1021187.5C,,,SQX$1121145C,0.3587,,CAT$1221197.5C,,
MSQ$011982C,,,CL$021959.5C,,,CI$0319202.5C,,,MMM$0419222.5C,,,AXP$0519134C,,,BLK$0619510C,0.2077,0.175,DIS$0719157.5C,,,LMT$0819425C,0.2436,0.25,T$091943.0C,,,PYP$101994C,,,CAT$1119150C,0.2715,0.14,NKE$121995C,0.2354,1.64,GMU$012039.5C,,,AEQ$0220415C,0.261,0.12,UNP$0320138C,,,CL$042069.5C,,,ADI$052092.5C,0.4931,10.35,CVS$062061.5C,,,KFT$072054.5C,,,QAQ$082084C,,,SQX$092072.5C,0.3159,7.07,PYP$1020207.5C,,,AMT$1120217.5C,,,PM$122062.5C,0.3787,13.55,IQU$0121390C,0.2712,2.9,PNC$0221195C,0.3978,0.25,FQV$0321132C,,,MU$042182C,,,GDQ$052164.5C,,,MCD$0621227.5C,,,MCD$0721222.5C,,,NFL$0821500C,0.3832,60.56,PNC$0921240C,0.6108,2.15,HD$1021390C,0.2777,0.26,AXP$1121197.5C,,,GMU$122170C,0.4167,1.18
FB$0119146C,,,AQV$021940.5C,,,BDX$0319235C,,,ADI$0419150C,1.0145,3.2,FDX$0519182.5C,,,GS$0619207.5C,,,CYQ$071961.5C,,,MU$081941.5C,,,LOW$0919145C,0.542,0.03,ABB$101970.5C,,,LMQ$1119227.5C,,,VZ$121964.5C,,,LMQ$0120360C,0.3413,0.12,NFL$0220420C,0.4045,0.99,MD1$032082C,,,AQV$042058.5C,,,AD1$052095C,0.6859,42.95,IBM$0620138C,,,PNC$072085C,0.7121,28.825,MCD$0820202.5C,,,AXP$092099C,,,ABB$102086.5C,,,AMQ$1120315C,0.4978,0.45,ANQ$122072.5C,0.3571,3.07,MRK$012185C,0.2254,0.66,XOM$022144.5C,,,COF$0321137C,,,GDQ$042162.5C,0.2694,1.99,KFT$052158.5C,,,IQU$0621465C,,,IQU$0721485C,,,DIS$0821162.5C,,,BA$0921212.5C,,,WLP$1021440C,0.3212,0.6,FDX$1121320C,0.475,0.155,LMQ$1221610C,0.3365,40.86
JPM$011984C,,,USB$021953.5C,,,CL$031963.5C,,,AD1$0419172.5C,,,BMY$051948.5C,,,SQX$061972.5C,0.2202,5.6,ORQ$071962.5C,0.2487,0.03,GDQ$081962.5C,0.2698,5.25,C$091971.0C,,,CCQ$101952.5C,,,ADI$111975C,0.4987,37.95,QAQ$121991C,,,ADI$0120135C,0.305,0.5,DIS$0220150C,0.2368,2.76,PM$032091C,,,COF$042052.5C,,,COP$052038.5C,,,AMT$0620232.5C,,,XOM$072041.5C,,,IQU$0820355C,,,FDX$0920187.5C,,,CCQ$102049.5C,,,TGT$1120162.5C,,,BLK$1220700C,0.243,5.8,MS$012195C,,,BA$0221197.5C,,,FCX$032130.5C,,,KFT$042161.5C,,,PNC$0521220C,0.3835,0.25,MRK$062179.5C,,,MRK$072182C,,,CYQ$082150.5C,,,CME$0921207.5C,,,BAC$102142.5C,,,CVS$112194C,,,MMM$1221192.5C,,
JNJ$0119141C,,,COF$021969.5C,,,AQV$031946.5C,,,COP$041964.5C,,,CVS$051954.5C,,,AXP$0619136C,,,KO$071947.5C,,,KFT$081960.5C,,,UNP$0919177.5C,,,INQ$101967.5C,0.3615,0.03,AD1$1119167.5C,,,WFC$121956.5C,,,AD1$0120182.5C,,,ORQ$022059.5C,,,UPS$032084C,,,QX1$042037.5C,,,LMT$0520410C,0.3644,4.8,AMQ$0620212.5C,,,BA$0720180C,1.0106,23.85,MRK$082084C,,,CVS$092062.5C,0.2636,3.55,INQ$102055C,0.3622,0.26,CAT$1120182.5C,,,GS$1220207.5C,,,AMD$012179C,,,CME$0221212.5C,,,QX1$032153.5C,,,PNC$0421215C,,,XOM$052154.5C,,,TXN$0621202.5C,,,TXN$0721197.5C,,,ORQ$082199C,,,CI$0921207.5C,,,PG$1021148C,,,IBM$1121137C,,,ADI$1221192.5C,,
HD$0119177.5C,,,MSQ$021984C,,,USB$031952.5C,0.1445,0.33,LMT$0419375C,0.3003,0.05,IBM$0519145C,0.2625,4,FDX$0619157.5C,,,ABT$071987.5C,0.1879,0.35,PNC$0819133C,,,SHQ$091931.5C,,,NKE$101994C,,,COP$111957.5C,0.2832,1.15,IQU$1219320C,0.3009,0.25,COP$012060.5C,,,KO$022064C,,,ANQ$032056C,,,MSQ$0420230C,0.4042,0.03,MU$052052.5C,0.5218,0.79,TGT$062085C,0.8414,36.5,CI$0720202.5C,,,TXN$0820150C,0.3299,0.66,IBM$092090C,0.3188,35.125,NKE$1020136C,,,GMU$112037.5C,,,SQX$122094C,,,C$012164.0C,,,CI$0221207.5C,,,MSQ$0321207.5C,,,XOM$042153.5C,,,BA$0521300C,0.4242,1.78,MS$062167.5C,0.3402,19.875,MS$072167.5C,0.3663,23.175,CRM$0821270C,0.2676,0.8,BDX$0921247.5C,,,V$1021252.5C,,,AMT$1121325C,,,AD1$1221227.5C,,
WLP$0119227.5C,,,FB$0219165C,0.3533,1,COF$031972.5C,0.3013,9.425,MU$041941.5C,,,AMT$0519222.5C,,,BMY$061948.5C,,,NKE$071986.5C,,,XOM$081964.5C,,,MD1$091990C,0.3475,12.6,VZ$101963.5C,,,LMT$1119455C,0.266,0.15,MRK$121989C,,,LMT$0120440C,0.1952,0.15,PRQ$0220380C,0.3115,0.1,BLK$0320440C,0.2946,126.15,FB$0420177.5C,,,GDQ$052077.5C,0.597,4.65,CAT$0620133C,,,BDX$0720255C,,,MS$082049.5C,,,AMT$0920232.5C,,,QAQ$1020133C,,,LMQ$1120440C,0.4643,4.17,AXP$1220140C,0.3848,0.31,HN3$0121165C,0.5252,49.3,BDX$0221205C,,,TSL$0321700C,0.6601,,BA$0421325C,0.5758,4.5,CME$0521197.5C,,,AMD$062195C,0.4434,0.15,AMD$072192C,,,KO$082142.5C,0.4493,14,CL$092179.5C,,,MA$1021395C,0.2531,0.32,AMQ$1121192.5C,,,COP$122167.5C,0.3334,6.18
BK$011928C,0.7034,20.75,JPM$021996C,,,MSQ$031976C,,,GDQ$041964.5C,,,AMQ$0519197.5C,,,CVS$061956.5C,,,QAQ$071977.5C,0.3325,0.5,BA$0819390C,0.2356,1.93,PM$091992C,,,QAQ$101987C,,,MU$111945.5C,,,TXN$1219136C,,,MU$012050.5C,,,ABT$022072.5C,0.3163,15.1,GS$0320150C,0.6559,87.225,JPM$042094C,,,KFT$052057.5C,0.3097,0.635,GMU$062032.5C,,,CL$072073.5C,,,AMD$082076C,,,AMQ$0920330C,0.5105,0.35,MCD$1020222.5C,,,MMM$1120187.5C,,,FDX$1220360C,0.4618,0.395,UNP$0121202.5C,,,CL$022180.5C,,,FB$0321345C,0.4131,0.37,CME$0421207.5C,,,CI$0521330C,0.5755,1.75,LOW$0621207.5C,,,LOW$0721197.5C,,,PRQ$0821455C,0.1911,0.47,AQV$092185.5C,,,AEQ$1021560C,0.44,104.475,AXQ$1121385C,0.2958,0.7,LMT$1221380C,0.2292,0.4
PG$011999C,,,JNJ$0219145C,0.1971,0.075,FB$0319165C,0.2464,4.42,KFT$041949.5C,,,TGT$051960.5C,,,IBM$0619146C,,,MRK$071993C,,,CME$0819237.5C,,,UPS$0919134C,,,MCD$1019227.5C,,,GDQ$111962.5C,0.273,3.7,MS$121949.5C,,,GDQ$012058.5C,,,PEP$0220165C,0.2369,0.05,SQX$032087C,,,JNJ$0420149C,,,PNC$052095C,0.5527,5,LMQ$0620355C,0.588,0.585,AQV$072073.5C,,,T$082040.0C,0.372,0.01,TGT$0920167.5C,,,IQU$1020380C,0.2875,0.4,ADI$1120136C,,,CVS$122063.5C,,,SHQ$012153C,,,AQV$022194C,,,JPM$0321152.5C,,,CI$0421340C,0.8612,3.5,BDX$0521175C,0.5817,83.1,C$062180.0C,0.2644,1.15,C$072174.5C,,,TMO$0821680C,0.4546,0.8,FQV$092195C,0.3047,16.8,PFZ$102150.5C,,,TGT$1121330C,0.4843,0.37,MU$122193C,,
V$0119134C,,,WLP$0219242.5C,,,JPM$031996C,,,PNC$0419134C,,,CAT$0519142C,,,AMT$0619227.5C,,,C$071990.0C,0.3943,0.03,CI$0819192.5C,,,ANQ$091950.5C,,,IQU$1019227.5C,,,KFT$111957.5C,0.1994,0.26,AMD$121942.5C,,,KFT$012060.5C,,,CVX$0220150C,0.3471,0.04,AXP$0320134C,,,HD$0420212.5C,,,XOM$052044.5C,,,MMM$0620180C,0.368,0.05,USB$072038.5C,,,LOW$0820185C,0.375,0.07,CAT$0920165C,0.2988,0.25,MRK$102087C,,,AD1$1120220C,0.547,0.1,IBM$1220134C,,,MD1$012180C,0.2591,34.85,USB$022149.5C,,,HD$0321350C,0.3561,0.15,BDX$0421270C,0.2379,0.47,CL$052175.5C,,,HN3$0621270C,0.2567,0.105,HN3$0721212.5C,,,ACN$0821375C,0.2575,0.15,COF$0921154.4C,0.3491,23.1,NFL$1021570C,0.2535,22.06,CAT$1121187.5C,,,GDQ$122157.5C,0.3154,9.8
MA$0119202.5C,,,BK$021930C,0.4235,19.4,JNJ$0319149C,,,XOM$041970.5C,,,GMU$051946.5C,,,TGT$061993C,,,MD1$071996.5C,,,BDX$0819277.5C,,,BLK$0919510C,0.3627,0.45,MRK$101986C,,,PNC$1119167.5C,,,LOW$1219134C,,,PNC$0120180C,0.2169,0.13,LLY$0220155C,0.2075,0.31,FDX$0320134C,,,WLP$0420227.5C,,,BA$0520155C,0.9875,8.95,ADI$0620133C,,,COF$072052.5C,0.9323,17.74,C$082057.0C,,,LMQ$0920370C,0.378,25,TXN$1020165C,0.2343,0.1,COP$112035.5C,,,AMT$1220207.5C,,,PM$012179.5C,,,FQV$022190C,0.4387,17,WLP$0321400C,0.4968,0.2,CL$042175.5C,,,AQV$052199C,,,UNP$0621202.5C,,,UNP$0721202.5C,,,ABT$0821145C,0.3139,0.05,MSQ$0921365C,0.2942,0.07,DIS$1021235C,,,GMU$112172C,,,KFT$122167.5C,0.1519,0.07
AEQ$0119187.5C,,,PG$0219120C,0.3862,0.03,HD$0319212.5C,,,BA$0419415C,0.2786,1.64,LMQ$0519197.5C,,,CAT$0619139C,,,PM$071987.5C,0.2531,0.13,CL$081967.5C,0.2021,6.4,GS$0919192.5C,,,TXN$1019142C,,,XOM$111965.5C,,,C$121977.5C,0.1872,0.84,XOM$012068.5C,,,PYP$0220134C,,,BMY$032070C,0.1966,0.46,BK$042027C,,,BDX$0520315C,,,AD1$0620165C,0.3436,0.15,QX1$072045.5C,,,HN3$0820162.5C,,,ADI$092085C,0.6202,32.4,MS$102047.5C,,,LMT$1120405C,0.2759,6.2,AMQ$1220310C,0.4677,0.44,ANQ$012191C,,,COF$0221145C,0.4653,0.27,BAC$032139.5C,,,AQV$042172.5C,0.4659,20.075,USB$052156.5C,,,SHQ$062170C,0.3132,3.78,SHQ$072176C,,,PEP$0821172.5C,,,TSL$0921700C,0.4007,49.45,CYQ$102156.5C,,,LMQ$1121565C,0.326,24.15,PNC$1221225C,,
PFE$011943.5C,,,V$0219147C,,,WLP$0319277.5C,,,CI$0419162.5C,,,MMM$0519222.5C,,,GMU$061939.5C,,,UPS$071999.5C,,,AQV$081950.5C,,,SQX$091995C,0.252,3.4,MS$101946.5C,,,BA$1119415C,0.2403,0.76,UNP$1219177.5C,,,BA$0120380C,0.2324,1.23,ABB$022096C,,,CVS$032047.5C,,,PG$0420125C,0.5292,1.51,CL$052073.5C,,,COP$062042.5C,,,FB$0720217.5C,,,UNP$0820197.5C,,,AD1$0920160C,0.2823,0.25,AMD$102080C,0.5482,4.15,MU$112075C,0.498,0.03,CAT$1220197.5C,,,BLK$0121730C,0.2621,7.36,FCX$022126.5C,,,PG$0321135C,0.1933,0.59,USB$042158.5C,,,FQV$0521150C,0.2778,0.09,MD1$0621150C,0.2171,0.01,MD1$072185C,0.2535,40.05,CVX$082199C,,,FB$0921410C,0.2362,0.69,CRM$1021295C,,,MMM$1121187.5C,,,XOM$122157.5C,0.3705,6.35
